DATE,거래단위,평균가격,총거래물량,총거래금액,도매시장,도매법인,품목,품종,산지-광역시도,산지-시군구,등급
2025-07-14,20kg상자,"117,047","7,960","46,584,800",안동도매시장,안동청과,사과,미얀마,경북,청송군,상
2025-07-14,20kg상자,"29,193","7,600","11,093,500",안동도매시장,안동청과,사과,썸머킹,경북,의성군,보통
2025-07-14,20kg상자,"123,129","7,160","44,080,300",안동도매시장,안동청과,사과,미얀마,경북,안동시,상
2025-07-14,20kg상자,"72,684","6,180","22,459,500",안동도매시장,안동청과,사과,미얀마,경북,청송군,보통
2025-07-14,20kg상자,"88,837","5,840","25,940,300",안동도매시장,안동청과,사과,미얀마,경북,안동시,보통
2025-07-14,20kg상자,"31,422","5,820","9,143,900",안동도매시장,안동농협(공),사과,미얀마,경북,안동시,보통
2025-07-14,20kg상자,"103,996","5,340","27,766,900",안동도매시장,안동청과,사과,미얀마,경북,의성군,상
2025-07-14,20kg상자,"86,340","4,620","19,944,600",안동도매시장,안동농협(공),사과,미얀마,경북,안동시,.
2025-07-14,20kg상자,"63,597","3,960","12,592,200",안동도매시장,안동청과,사과,미얀마,경북,의성군,보통
2025-07-14,20kg상자,"78,761","3,900","15,358,400",안동도매시장,안동청과,사과,썸머킹,경북,포항시,상
2025-07-14,20kg상자,"37,784","3,840","7,254,500",안동도매시장,안동청과,사과,썸머킹,경북,포항시,보통
2025-07-14,20kg상자,"154,172","3,720","28,676,000",안동도매시장,안동청과,사과,미얀마,경북,안동시,5등
2025-07-14,20kg상자,"74,569","3,160","11,781,900",안동도매시장,안동농협(공),사과,미얀마,경상북도,청송군,.
2025-07-14,20kg상자,"27,094","3,160","4,280,800",안동도매시장,안동청과,사과,썸머킹,경북,문경시,보통
2025-07-14,20kg상자,"156,416","2,900","22,680,300",안동도매시장,안동청과,사과,미얀마,경북,청송군,5등
2025-07-14,20kg상자,"73,244","2,660","9,741,500",안동도매시장,안동농협(공),사과,미얀마,경상북도,청송군,상
2025-07-14,20kg상자,"27,688","2,520","3,488,700",안동도매시장,안동농협(공),사과,미얀마,경상북도,청송군,보통
2025-07-14,20kg상자,"29,799","2,500","3,724,900",안동도매시장,안동농협(공),사과,미얀마,경북,영주시,보통
2025-07-14,20kg상자,"54,826","2,260","6,195,300",안동도매시장,안동청과,사과,미얀마,강원,정선군,보통
2025-07-14,20kg상자,"151,129","2,200","16,624,200",안동도매시장,안동청과,사과,미얀마,경북,청송군,6등
2025-07-14,20kg상자,"147,988","2,200","16,278,700",안동도매시장,안동청과,사과,미얀마,경북,안동시,6등
2025-07-14,20kg상자,"126,642","2,000","12,664,200",안동도매시장,안동농협(공),사과,기타사과,경상남도,거창군,7등
2025-07-14,20kg상자,"31,564","1,960","3,093,300",안동도매시장,안동청과,사과,썸머킹,경북,안동시,보통
2025-07-14,20kg상자,"48,185","1,860","4,481,200",안동도매시장,안동농협(공),사과,기타사과,경북,영주시,.
2025-07-14,20kg상자,"128,560","1,800","11,570,400",안동도매시장,안동청과,사과,미얀마,경북,영주시,상
2025-07-14,20kg상자,"142,857","1,780","12,714,300",안동도매시장,안동농협(공),사과,기타사과,경상남도,거창군,6등
2025-07-14,20kg상자,"71,017","1,720","6,107,500",안동도매시장,안동청과,사과,썸머킹,경북,문경시,상
2025-07-14,20kg상자,"40,104","1,700","3,408,800",안동도매시장,안동농협(공),사과,기타사과,경북,안동시,.
2025-07-14,20kg상자,"65,169","1,620","5,278,700",안동도매시장,안동청과,사과,썸머킹,경북,안동시,상
2025-07-14,20kg상자,"119,433","1,600","9,554,600",안동도매시장,안동청과,사과,미얀마,강원,정선군,상
2025-07-14,20kg상자,"83,045","1,560","6,477,500",안동도매시장,안동청과,사과,미얀마,경북,영주시,보통
2025-07-14,20kg상자,"86,043","1,520","6,539,300",안동도매시장,안동농협(공),사과,미얀마,경북,영주시,.
2025-07-14,20kg상자,"112,447","1,500","8,433,500",안동도매시장,안동청과,사과,썸머킹,경북,문경시,7등
2025-07-14,20kg상자,"67,061","1,500","5,029,600",안동도매시장,안동농협(공),사과,미얀마,경북,영주시,상
2025-07-14,20kg상자,"65,331","1,500","4,899,800",안동도매시장,안동농협(공),사과,기타사과,경상북도,군위군,.
2025-07-14,20kg상자,"160,689","1,440","11,569,600",안동도매시장,안동청과,사과,미얀마,경북,의성군,5등
2025-07-14,20kg상자,"120,744","1,440","8,693,600",안동도매시장,안동농협(공),사과,미얀마,전라북도,무주군,.
2025-07-14,20kg상자,"158,544","1,420","11,256,600",안동도매시장,안동청과,사과,미얀마,경북,의성군,6등
2025-07-14,20kg상자,"93,050","1,400","6,513,500",안동도매시장,안동농협(공),사과,미얀마,경북,안동시,상
2025-07-14,20kg상자,"114,622","1,380","7,908,900",안동도매시장,안동청과,사과,썸머킹,경북,포항시,7등
2025-07-14,20kg상자,"31,966","1,360","2,173,700",안동도매시장,안동청과,사과,썸머프린스,경북,문경시,보통
2025-07-14,20kg상자,"104,385","1,300","6,785,000",안동도매시장,안동농협(공),사과,기타사과,경상남도,거창군,8등
2025-07-14,20kg상자,"133,021","1,260","8,380,300",안동도매시장,안동청과,사과,썸머킹,경북,포항시,6등
2025-07-14,20kg상자,"113,943","1,200","6,836,600",안동도매시장,안동농협(공),사과,기타사과,경상남도,거창군,특
2025-07-14,20kg상자,"34,430","1,200","2,065,800",안동도매시장,안동청과,사과,썸머킹,경북,예천군,보통
2025-07-14,20kg상자,"133,153","1,180","7,856,000",안동도매시장,안동청과,사과,썸머킹,경북,문경시,6등
2025-07-14,20kg상자,"113,931","1,180","6,721,900",안동도매시장,안동농협(공),사과,미얀마,전라북도,무주군,상
2025-07-14,20kg상자,"54,012","1,140","3,078,700",안동도매시장,안동청과,사과,썸머킹,경북,포항시,등외
2025-07-14,20kg상자,"107,221","1,120","6,004,400",안동도매시장,안동청과,사과,썸머킹,경북,포항시,8등
2025-07-14,20kg상자,"141,000","1,100","7,755,000",안동도매시장,안동청과,사과,썸머프린스,경북,의성군,6등
2025-07-14,20kg상자,"129,835","1,100","7,140,900",안동도매시장,안동농협(공),사과,기타사과,경북,영주시,7등
2025-07-14,20kg상자,"36,198","1,100","1,990,900",안동도매시장,안동청과,사과,썸머킹,경남,거창군,상
2025-07-14,20kg상자,"68,576","1,080","3,703,100",안동도매시장,안동농협(공),사과,기타사과,경상남도,거창군,.
2025-07-14,20kg상자,"137,215","1,060","7,272,400",안동도매시장,안동청과,사과,미얀마,경북,청송군,7등
2025-07-14,20kg상자,"32,396","1,060","1,717,000",안동도매시장,안동농협(공),사과,기타사과,경상북도,군위군,보통
2025-07-14,20kg상자,"115,608","1,000","5,780,400",안동도매시장,안동청과,사과,썸머킹,경북,안동시,7등
2025-07-14,20kg상자,"32,600","1,000","1,630,000",안동도매시장,안동청과,사과,썸머킹,전북,무주군,보통
2025-07-14,20kg상자,"102,971",980,"5,045,600",안동도매시장,안동농협(공),사과,기타사과,경북,영주시,8등
2025-07-14,20kg상자,"75,282",980,"3,688,800",안동도매시장,안동청과,사과,썸머프린스,경북,상주시,상
2025-07-14,20kg상자,"55,118",980,"2,700,800",안동도매시장,안동청과,사과,썸머킹,경북,의성군,등외
2025-07-14,20kg상자,"40,994",980,"2,008,700",안동도매시장,안동농협(공),사과,미얀마,전라북도,무주군,보통
2025-07-14,20kg상자,"108,485",960,"5,207,300",안동도매시장,안동청과,사과,썸머프린스,경북,문경시,7등
2025-07-14,20kg상자,"73,563",960,"3,531,000",안동도매시장,안동농협(공),사과,미얀마,광주,광산구,.
2025-07-14,20kg상자,"55,283",960,"2,653,600",안동도매시장,안동청과,사과,후지,경북,청송군,보통
2025-07-14,20kg상자,"99,772",940,"4,689,300",안동도매시장,안동농협(공),사과,기타사과,경북,안동시,8등
2025-07-14,20kg상자,"179,900",920,"8,275,400",안동도매시장,안동농협(공),사과,미얀마,경상북도,청송군,특
2025-07-14,20kg상자,"72,061",920,"3,314,800",안동도매시장,안동청과,사과,썸머킹,경북,예천군,상
2025-07-14,20kg상자,"53,041",880,"2,333,800",안동도매시장,안동농협(공),사과,기타사과,경북,김천시,.
2025-07-14,20kg상자,"68,047",860,"2,926,000",안동도매시장,안동농협(공),사과,기타사과,경상북도,군위군,상
2025-07-14,20kg상자,"125,052",840,"5,252,200",안동도매시장,안동농협(공),사과,기타사과,경북,안동시,7등
2025-07-14,20kg상자,"140,685",820,"5,768,100",안동도매시장,안동청과,사과,썸머킹,경북,포항시,5등
2025-07-14,20kg상자,"103,576",820,"4,246,600",안동도매시장,안동청과,사과,썸머프린스,경북,문경시,8등
2025-07-14,20kg상자,"38,602",820,"1,582,700",안동도매시장,안동농협(공),사과,미얀마,경북,청송군,보통
2025-07-14,20kg상자,"136,848",800,"5,473,900",안동도매시장,안동농협(공),사과,기타사과,경북,영주시,6등
2025-07-14,20kg상자,"193,662",780,"7,552,800",안동도매시장,안동농협(공),사과,미얀마,경북,청송군,특
2025-07-14,20kg상자,"118,900",780,"4,637,100",안동도매시장,안동청과,사과,썸머프린스,경북,의성군,7등
2025-07-14,20kg상자,"106,762",780,"4,163,700",안동도매시장,안동청과,사과,썸머킹,경북,문경시,8등
2025-07-14,20kg상자,"98,292",780,"3,833,400",안동도매시장,안동농협(공),사과,미얀마,경북,청송군,.
2025-07-14,20kg상자,"87,500",780,"3,412,500",안동도매시장,안동청과,사과,썸머프린스,경북,의성군,상
2025-07-14,20kg상자,"74,928",780,"2,922,200",안동도매시장,안동청과,사과,썸머킹,경북,영덕군,상
2025-07-14,20kg상자,"83,213",760,"3,162,100",안동도매시장,안동농협(공),사과,기타사과,경북,영주시,특
2025-07-14,20kg상자,"62,211",760,"2,364,000",안동도매시장,안동농협(공),사과,기타사과,경북,예천군,.
2025-07-14,20kg상자,"49,568",760,"1,883,600",안동도매시장,안동청과,사과,썸머프린스,경북,문경시,등외
2025-07-14,20kg상자,"129,846",740,"4,804,300",안동도매시장,안동농협(공),사과,기타사과,경상북도,군위군,7등
2025-07-14,20kg상자,"115,035",740,"4,256,300",안동도매시장,안동청과,사과,썸머프린스,경북,영천시,7등
2025-07-14,20kg상자,"143,200",720,"5,155,200",안동도매시장,안동청과,사과,썸머프린스,경북,의성군,5등
2025-07-14,20kg상자,"35,653",720,"1,283,500",안동도매시장,안동청과,사과,썸머프린스,경북,상주시,보통
2025-07-14,20kg상자,"23,611",720,"850,000",안동도매시장,안동청과,사과,썸머킹,경남,거창군,보통
2025-07-14,20kg상자,"177,420",700,"6,209,700",안동도매시장,안동농협(공),사과,미얀마,경북,청송군,6등
2025-07-14,20kg상자,"176,600",700,"6,181,000",안동도매시장,안동농협(공),사과,미얀마,경상북도,청송군,6등
2025-07-14,20kg상자,"126,954",700,"4,443,400",안동도매시장,안동농협(공),사과,후지,경북,상주시,.
2025-07-14,20kg상자,"134,665",680,"4,578,600",안동도매시장,안동청과,사과,미얀마,강원,정선군,6등
2025-07-14,20kg상자,"29,900",680,"1,016,600",안동도매시장,안동농협(공),사과,미얀마,경상북도,의성군,보통
2025-07-14,20kg상자,"139,364",660,"4,599,000",안동도매시장,안동농협(공),사과,기타사과,경상북도,군위군,6등
2025-07-14,20kg상자,"125,394",660,"4,138,000",안동도매시장,안동청과,사과,썸머프린스,경북,문경시,6등
2025-07-14,20kg상자,"69,000",660,"2,277,000",안동도매시장,안동농협(공),사과,미얀마,경상북도,예천군,상
2025-07-14,20kg상자,"67,297",660,"2,220,800",안동도매시장,안동농협(공),사과,기타사과,경상남도,거창군,상
2025-07-14,20kg상자,"65,067",660,"2,147,200",안동도매시장,안동농협(공),사과,기타사과,경북,안동시,특
2025-07-14,20kg상자,"58,752",660,"1,938,800",안동도매시장,안동청과,사과,썸머킹,경북,문경시,등외
2025-07-14,20kg상자,"27,500",660,"907,500",안동도매시장,안동농협(공),사과,미얀마,경상북도,예천군,보통
2025-07-14,20kg상자,"105,872",640,"3,387,900",안동도매시장,안동청과,사과,썸머킹,경북,안동시,8등
2025-07-14,20kg상자,"41,200",640,"1,318,400",안동도매시장,안동농협(공),사과,미얀마,충청북도,보은군,보통
2025-07-14,20kg상자,"145,942",620,"4,524,200",안동도매시장,안동청과,사과,미얀마,경북,의성군,7등
2025-07-14,20kg상자,"132,484",620,"4,107,000",안동도매시장,안동농협(공),사과,기타사과,경상북도,영덕군,7등
2025-07-14,20kg상자,"111,465",620,"3,455,400",안동도매시장,안동청과,사과,후지,경북,청송군,상
2025-07-14,20kg상자,"96,452",620,"2,990,000",안동도매시장,안동청과,사과,썸머킹,경북,의성군,8등
2025-07-14,20kg상자,"28,965",620,"897,900",안동도매시장,안동청과,사과,아오리,경북,예천군,보통
2025-07-14,20kg상자,"220,793",600,"6,623,800",안동도매시장,안동농협(공),사과,미얀마,경상북도,봉화군,특
2025-07-14,20kg상자,"145,367",600,"4,361,000",안동도매시장,안동농협(공),사과,미얀마,경상북도,봉화군,.
2025-07-14,20kg상자,"134,617",600,"4,038,500",안동도매시장,안동청과,사과,썸머킹,경북,안동시,6등
2025-07-14,20kg상자,"121,227",600,"3,636,800",안동도매시장,안동농협(공),사과,기타사과,경북,예천군,6등
2025-07-14,20kg상자,"104,337",600,"3,130,100",안동도매시장,안동농협(공),사과,기타사과,경상북도,군위군,8등
2025-07-14,20kg상자,"39,100",600,"1,173,000",안동도매시장,안동농협(공),사과,기타사과,경상남도,거창군,보통
2025-07-14,20kg상자,"29,000",600,"870,000",안동도매시장,안동농협(공),사과,아오리,경상북도,의성군,.
2025-07-14,20kg상자,"140,907",580,"4,086,300",안동도매시장,안동농협(공),사과,기타사과,경상북도,영덕군,6등
2025-07-14,20kg상자,"106,569",580,"3,090,500",안동도매시장,안동농협(공),사과,미얀마,경북,청송군,상
2025-07-14,20kg상자,"104,948",580,"3,043,500",안동도매시장,안동농협(공),사과,기타사과,경상북도,군위군,특
2025-07-14,20kg상자,"57,810",580,"1,676,500",안동도매시장,안동농협(공),사과,기타사과,충북,제천시,.
2025-07-14,20kg상자,"115,607",560,"3,237,000",안동도매시장,안동청과,사과,썸머프린스,경북,상주시,7등
2025-07-14,20kg상자,"48,746",560,"1,364,900",안동도매시장,안동농협(공),사과,미얀마,경상북도,예천군,.
2025-07-14,20kg상자,"38,779",560,"1,085,800",안동도매시장,안동농협(공),사과,기타사과,경상북도,영양군,.
2025-07-14,20kg상자,"31,100",560,"870,800",안동도매시장,안동농협(공),사과,미얀마,광주,광산구,보통
2025-07-14,20kg상자,"18,307",560,"512,600",안동도매시장,안동농협(공),사과,기타사과,충청북도,영동군,.
2025-07-14,20kg상자,"125,307",540,"3,383,300",안동도매시장,안동농협(공),사과,기타사과,경북,문경시,7등
2025-07-14,20kg상자,"123,393",540,"3,331,600",안동도매시장,안동농협(공),사과,후지,경북,상주시,상
2025-07-14,20kg상자,"64,848",540,"1,750,900",안동도매시장,안동청과,사과,썸머프린스,경북,문경시,상
2025-07-14,20kg상자,"33,141",540,"894,800",안동도매시장,안동청과,사과,썸머프린스,경북,영주시,보통
2025-07-14,20kg상자,"33,111",540,"894,000",안동도매시장,안동농협(공),사과,시나노골드,경북,청송군,.
2025-07-14,20kg상자,"122,812",520,"3,193,100",안동도매시장,안동농협(공),사과,기타사과,경북,김천시,7등
2025-07-14,20kg상자,"113,208",520,"2,943,400",안동도매시장,안동청과,사과,썸머킹,경북,영덕군,7등
2025-07-14,20kg상자,"113,100",520,"2,940,600",안동도매시장,안동청과,사과,썸머킹,경북,예천군,7등
2025-07-14,20kg상자,"54,504",520,"1,417,100",안동도매시장,안동농협(공),사과,기타사과,경북,김천시,상
2025-07-14,20kg상자,"23,215",520,"603,600",안동도매시장,안동농협(공),사과,기타사과,경북,영주시,보통
2025-07-14,20kg상자,"139,384",500,"3,484,600",안동도매시장,안동농협(공),사과,기타사과,경북,군위군,6등
2025-07-14,20kg상자,"109,976",500,"2,749,400",안동도매시장,안동청과,사과,썸머킹,경북,예천군,8등
2025-07-14,20kg상자,"109,028",500,"2,725,700",안동도매시장,안동농협(공),사과,기타사과,경북,상주시,8등
2025-07-14,20kg상자,"61,988",500,"1,549,700",안동도매시장,안동농협(공),사과,기타사과,경북,영주시,상
2025-07-14,20kg상자,"181,417",480,"4,354,000",안동도매시장,안동농협(공),사과,미얀마,경북,청송군,4등
2025-07-14,20kg상자,"139,300",480,"3,343,200",안동도매시장,안동농협(공),사과,기타사과,충북,제천시,6등
2025-07-14,20kg상자,"76,150",480,"1,827,600",안동도매시장,안동청과,사과,썸머프린스,충남,예산군,상
2025-07-14,20kg상자,"74,567",480,"1,789,600",안동도매시장,안동농협(공),사과,기타사과,경북,군위군,.
2025-07-14,20kg상자,"31,221",480,"749,300",안동도매시장,안동청과,사과,썸머킹,경북,영덕군,보통
2025-07-14,20kg상자,"8,900",480,"213,600",안동도매시장,안동청과,사과,홍무,경북,문경시,보통
2025-07-14,20kg상자,"158,465",460,"3,644,700",안동도매시장,안동농협(공),사과,미얀마,경북,안동시,특
2025-07-14,20kg상자,"140,248",460,"3,225,700",안동도매시장,안동농협(공),사과,미얀마,경상북도,봉화군,상
2025-07-14,20kg상자,"129,839",460,"2,986,300",안동도매시장,안동농협(공),사과,기타사과,경북,상주시,7등
2025-07-14,20kg상자,"124,035",460,"2,852,800",안동도매시장,안동농협(공),사과,기타사과,경북,군위군,7등
2025-07-14,20kg상자,"121,422",460,"2,792,700",안동도매시장,안동농협(공),사과,미얀마,충청북도,보은군,.
2025-07-14,20kg상자,"119,139",460,"2,740,200",안동도매시장,안동청과,사과,미얀마,경북,청송군,8등
2025-07-14,20kg상자,"117,648",460,"2,705,900",안동도매시장,안동농협(공),사과,기타사과,경북,예천군,7등
2025-07-14,20kg상자,"58,704",460,"1,350,200",안동도매시장,안동청과,사과,썸머킹,경북,안동시,등외
2025-07-14,20kg상자,"32,352",460,"744,100",안동도매시장,안동청과,사과,아오리,경북,영주시,보통
2025-07-14,20kg상자,"31,713",460,"729,400",안동도매시장,안동청과,사과,아오리,경북,문경시,보통
2025-07-14,20kg상자,"21,174",460,"487,000",안동도매시장,안동농협(공),사과,기타사과,경북,안동시,보통
2025-07-14,20kg상자,"148,532",440,"3,267,700",안동도매시장,안동농협(공),사과,미얀마,전라북도,무주군,특
2025-07-14,20kg상자,"148,355",440,"3,263,800",안동도매시장,안동청과,사과,미얀마,강원,정선군,5등
2025-07-14,20kg상자,"139,000",440,"3,058,000",안동도매시장,안동청과,사과,썸머킹,경북,구미시,6등
2025-07-14,20kg상자,"134,400",440,"2,956,800",안동도매시장,안동농협(공),사과,기타사과,충청남도,예산군,7등
2025-07-14,20kg상자,"133,100",440,"2,928,200",안동도매시장,안동청과,사과,썸머프린스,전북,무주군,6등
2025-07-14,20kg상자,"132,273",440,"2,910,000",안동도매시장,안동청과,사과,썸머프린스,경북,상주시,6등
2025-07-14,20kg상자,"120,000",440,"2,640,000",안동도매시장,안동청과,사과,썸머킹,경북,구미시,7등
2025-07-14,20kg상자,"117,432",440,"2,583,500",안동도매시장,안동농협(공),사과,기타사과,경북,예천군,특
2025-07-14,20kg상자,"113,941",440,"2,506,700",안동도매시장,안동청과,사과,미얀마,강원,정선군,7등
2025-07-14,20kg상자,"101,923",440,"2,242,300",안동도매시장,안동농협(공),사과,기타사과,경북,문경시,8등
2025-07-14,20kg상자,"70,300",440,"1,546,600",안동도매시장,안동농협(공),사과,기타사과,경상북도,영덕군,.
2025-07-14,20kg상자,"48,341",440,"1,063,500",안동도매시장,안동농협(공),사과,미얀마,광주,광산구,상
2025-07-14,20kg상자,"118,900",420,"2,496,900",안동도매시장,안동청과,사과,썸머킹,경북,봉화군,7등
2025-07-14,20kg상자,"111,524",420,"2,342,000",안동도매시장,안동농협(공),사과,기타사과,충북,제천시,특
2025-07-14,20kg상자,"110,300",420,"2,316,300",안동도매시장,안동청과,사과,썸머킹,경북,봉화군,8등
2025-07-14,20kg상자,"110,000",420,"2,310,000",안동도매시장,안동청과,사과,썸머프린스,전북,무주군,7등
2025-07-14,20kg상자,"85,576",420,"1,797,100",안동도매시장,안동청과,사과,썸머프린스,경북,의성군,보통
2025-07-14,20kg상자,"74,929",420,"1,573,500",안동도매시장,안동청과,사과,미얀마,경북,문경시,상
2025-07-14,20kg상자,"155,630",400,"3,112,600",안동도매시장,안동농협(공),사과,미얀마,경북,안동시,6등
2025-07-14,20kg상자,"138,300",400,"2,766,000",안동도매시장,안동청과,사과,썸머킹,경북,문경시,5등
2025-07-14,20kg상자,"138,260",400,"2,765,200",안동도매시장,안동농협(공),사과,미얀마,경상북도,청송군,7등
2025-07-14,20kg상자,"132,160",400,"2,643,200",안동도매시장,안동농협(공),사과,기타사과,경북,문경시,6등
2025-07-14,20kg상자,"131,300",400,"2,626,000",안동도매시장,안동농협(공),사과,기타사과,충북,제천시,7등
2025-07-14,20kg상자,"125,120",400,"2,502,400",안동도매시장,안동농협(공),사과,기타사과,경북,군위군,특
2025-07-14,20kg상자,"117,795",400,"2,355,900",안동도매시장,안동농협(공),사과,미얀마,경상북도,청송군,8등
2025-07-14,20kg상자,"108,455",400,"2,169,100",안동도매시장,안동청과,사과,썸머프린스,경북,상주시,8등
2025-07-14,20kg상자,"46,135",400,"922,700",안동도매시장,안동청과,사과,썸머킹,경북,예천군,등외
2025-07-14,20kg상자,"23,300",400,"466,000",안동도매시장,안동농협(공),사과,기타사과,경북,김천시,보통
2025-07-14,20kg상자,"139,989",380,"2,659,800",안동도매시장,안동농협(공),사과,미얀마,전라북도,무주군,6등
2025-07-14,20kg상자,"132,747",380,"2,522,200",안동도매시장,안동청과,사과,미얀마,경북,안동시,7등
2025-07-14,20kg상자,"115,600",380,"2,196,400",안동도매시장,안동청과,사과,썸머프린스,경북,의성군,8등
2025-07-14,20kg상자,"112,200",380,"2,131,800",안동도매시장,안동청과,사과,썸머프린스,충남,예산군,7등
2025-07-14,20kg상자,"96,674",380,"1,836,800",안동도매시장,안동농협(공),사과,기타사과,경북,김천시,8등
2025-07-14,20kg상자,"85,953",380,"1,633,100",안동도매시장,안동농협(공),사과,미얀마,경북,의성군,.
2025-07-14,20kg상자,"47,332",380,"899,300",안동도매시장,안동농협(공),사과,기타사과,경북,청송군,.
2025-07-14,20kg상자,"40,647",380,"772,300",안동도매시장,안동청과,사과,썸머프린스,경북,상주시,등외
2025-07-14,20kg상자,"26,242",380,"498,600",안동도매시장,안동농협(공),사과,아오리,경북,안동시,.
2025-07-14,20kg상자,"201,300",360,"3,623,400",안동도매시장,안동농협(공),사과,미얀마,경상북도,봉화군,6등
2025-07-14,20kg상자,"135,444",360,"2,438,000",안동도매시장,안동청과,사과,썸머프린스,경북,영천시,6등
2025-07-14,20kg상자,"18,000",360,"324,000",안동도매시장,안동농협(공),사과,시나노골드,경북,청송군,보통
2025-07-14,20kg상자,"144,900",340,"2,463,300",안동도매시장,안동청과,사과,미얀마,경북,봉화군,5등
2025-07-14,20kg상자,"133,171",340,"2,263,900",안동도매시장,안동농협(공),사과,기타사과,경북,김천시,6등
2025-07-14,20kg상자,"125,635",340,"2,135,800",안동도매시장,안동농협(공),사과,기타사과,경상북도,영덕군,특
2025-07-14,20kg상자,"119,500",340,"2,031,500",안동도매시장,안동청과,사과,썸머킹,경북,청송군,7등
2025-07-14,20kg상자,"109,218",340,"1,856,700",안동도매시장,안동청과,사과,썸머프린스,경북,영천시,8등
2025-07-14,20kg상자,"76,794",340,"1,305,500",안동도매시장,안동청과,사과,썸머프린스,경북,영천시,상
2025-07-14,20kg상자,"74,135",340,"1,260,300",안동도매시장,안동청과,사과,썸머킹,경북,청송군,상
2025-07-14,20kg상자,"60,724",340,"1,032,300",안동도매시장,안동농협(공),사과,기타사과,경북,안동시,상
2025-07-14,20kg상자,"60,647",340,"1,031,000",안동도매시장,안동농협(공),사과,기타사과,경북,예천군,상
2025-07-14,20kg상자,"31,200",340,"530,400",안동도매시장,안동농협(공),사과,미얀마,경북,의성군,보통
2025-07-14,20kg상자,"216,900",320,"3,470,400",안동도매시장,안동농협(공),사과,미얀마,경상북도,봉화군,4등
2025-07-14,20kg상자,"149,994",320,"2,399,900",안동도매시장,안동농협(공),사과,미얀마,경북,청송군,7등
2025-07-14,20kg상자,"133,200",320,"2,131,200",안동도매시장,안동청과,사과,썸머킹,경북,청송군,6등
2025-07-14,20kg상자,"132,044",320,"2,112,700",안동도매시장,안동청과,사과,썸머킹,경북,영덕군,6등
2025-07-14,20kg상자,"104,719",320,"1,675,500",안동도매시장,안동청과,사과,썸머킹,경북,영덕군,8등
2025-07-14,20kg상자,"50,881",320,"814,100",안동도매시장,안동농협(공),사과,기타사과,경북,상주시,.
2025-07-14,20kg상자,"45,825",320,"733,200",안동도매시장,안동청과,사과,아오리,경북,예천군,등외
2025-07-14,20kg상자,"44,038",320,"704,600",안동도매시장,안동청과,사과,썸머킹,경북,청송군,보통
2025-07-14,20kg상자,"38,225",320,"611,600",안동도매시장,안동청과,사과,썸머킹,경북,경주시,보통
2025-07-14,20kg상자,"137,287",300,"2,059,300",안동도매시장,안동농협(공),사과,기타사과,경북,안동시,6등
2025-07-14,20kg상자,"128,900",300,"1,933,500",안동도매시장,안동농협(공),사과,기타사과,경상북도,봉화군,7등
2025-07-14,20kg상자,"112,287",300,"1,684,300",안동도매시장,안동청과,사과,썸머킹,경남,거창군,7등
2025-07-14,20kg상자,"95,673",300,"1,435,100",안동도매시장,안동농협(공),사과,기타사과,경북,문경시,특
2025-07-14,20kg상자,"91,407",300,"1,371,100",안동도매시장,안동농협(공),사과,기타사과,경북,김천시,특
2025-07-14,20kg상자,"77,800",300,"1,167,000",안동도매시장,안동농협(공),사과,기타사과,경북,상주시,특
2025-07-14,20kg상자,"55,913",300,"838,700",안동도매시장,안동농협(공),사과,기타사과,경북,문경시,.
2025-07-14,20kg상자,"49,020",300,"735,300",안동도매시장,안동청과,사과,썸머킹,경북,영덕군,등외
2025-07-14,20kg상자,"30,767",300,"461,500",안동도매시장,안동농협(공),사과,아오리,경북,예천군,.
2025-07-14,20kg상자,"134,571",280,"1,884,000",안동도매시장,안동청과,사과,썸머킹,경북,예천군,6등
2025-07-14,20kg상자,"127,029",280,"1,778,400",안동도매시장,안동청과,사과,미얀마,경북,의성군,8등
2025-07-14,20kg상자,"116,300",280,"1,628,200",안동도매시장,안동농협(공),사과,미얀마,충청북도,보은군,상
2025-07-14,20kg상자,"113,414",280,"1,587,800",안동도매시장,안동농협(공),사과,기타사과,경상북도,영덕군,8등
2025-07-14,20kg상자,"112,000",280,"1,568,000",안동도매시장,안동농협(공),사과,기타사과,충북,제천시,8등
2025-07-14,20kg상자,"89,971",280,"1,259,600",안동도매시장,안동청과,사과,미얀마,경북,안동시,등외
2025-07-14,20kg상자,"87,157",280,"1,220,200",안동도매시장,안동청과,사과,썸머킹,경북,구미시,상
2025-07-14,20kg상자,"64,157",280,"898,200",안동도매시장,안동청과,사과,썸머프린스,경북,의성군,등외
2025-07-14,20kg상자,"57,164",280,"800,300",안동도매시장,안동청과,사과,썸머킹,경북,의성군,상
2025-07-14,20kg상자,"50,614",280,"708,600",안동도매시장,안동청과,사과,썸머프린스,경북,영주시,등외
2025-07-14,20kg상자,"50,043",280,"700,600",안동도매시장,안동청과,사과,미얀마,경북,문경시,보통
2025-07-14,20kg상자,"40,764",280,"570,700",안동도매시장,안동청과,사과,썸머킹,전북,무주군,등외
2025-07-14,20kg상자,"145,900",260,"1,896,700",안동도매시장,안동청과,사과,썸머킹,경북,구미시,5등
2025-07-14,20kg상자,"140,500",260,"1,826,500",안동도매시장,안동농협(공),사과,기타사과,경상북도,봉화군,6등
2025-07-14,20kg상자,"127,308",260,"1,655,000",안동도매시장,안동농협(공),사과,기타사과,경북,청송군,7등
2025-07-14,20kg상자,"117,154",260,"1,523,000",안동도매시장,안동농협(공),사과,미얀마,경북,영주시,6등
